candidateMatch,len_aTagContent_qt,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href_qt,len_href_group_between 80 and 125,len_href_group_over 125,len_href_group_under 80,key_job_yn,num_keys_qt,attr_job_yn,all_text,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
0.0,0.26626626626626626,0,1,0.04154154154154154,0,0,1,0,0.04154154154154154,0,For Business plans business href ,0,0,0,0,1,0,0,0,0
0.0,0.12562562562562563,0,1,0.0,0,0,1,0,0.0,0, More class href cP nav link is active ,0,0,0,0,1,0,0,0,0
0.0,0.16616616616616617,0,1,0.02052052052052052,0,0,1,0,0.02052052052052052,0,Training training href ,0,0,0,0,1,0,0,0,0
0.0,0.2007007007007007,0,1,0.0870870870870871,0,0,1,0,0.0870870870870871,0,Help Docs https docs later com target href blank ,0,0,0,0,0,0,0,1,0
0.0,0.16616616616616617,0,1,0.012512512512512512,0,0,1,0,0.012512512512512512,0,About Us about href ,0,0,0,0,0,0,0,1,0
0.0,0.31231231231231227,0,1,0.3408408408408409,0,0,1,0,0.3408408408408409,0,Create account https app later com user signup class href cP nav link cP nav cta cta signup ,0,0,0,0,0,0,0,1,0
0.0,0.40040040040040037,0,1,0.02052052052052052,0,0,1,0,0.02052052052052052,0, View open positions positions class href o btn cta u m tb lg ,0,0,0,0,1,0,0,0,0
1.0,0.463963963963964,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Support Specialist https jobs lever co later adb f de ab aede class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.577077077077077,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Support Specialist Weekend https jobs lever co later cada d f ae befcdf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.577077077077077,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Support Specialist Weekend https jobs lever co later fdb df be c efdd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Manager User Community https jobs lever co later cec dad d ece eee class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Manager User Community https jobs lever co later ca b ad eddb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Manager User Community https jobs lever co later cbf dc a eb aabc class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.463963963963964,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Research Associate https jobs lever co later ac b ea class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.463963963963964,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Research Associate https jobs lever co later eaf fe e d fcefda class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.463963963963964,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Customer Research Associate https jobs lever co later fbffa f b cbddde class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5380380380380381,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Intermediate Javascript Developer https jobs lever co later baa db bd bcb daffe class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.26626626626626626,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,iOS Developer https jobs lever co later ade bd dfb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.48598598598598597,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,1,Employee Experience Associate https jobs lever co later ca e b e class href lever job title ,0,0,0,0,1,0,0,0,0
0.0,0.0,0,1,0.04604604604604605,0,0,1,0,0.04604604604604605,0,nan https later com href ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Pricing https later com pricing class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Support https docs later com en class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Careers https later com careers class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.14664664664664664,0,1,0.1136136136136136,0,0,1,0,0.1136136136136136,0,Partners https later com partners class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.07057057057057056,0,1,0.09109109109109109,0,0,1,0,0.09109109109109109,0,About https later com about class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.2007007007007007,0,1,0.12462462462462462,0,0,1,0,0.12462462462462462,0,Non Profit http lat gr later nonprofit class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3743743743743744,0,1,0.38038038038038036,0,0,1,0,0.38038038038038036,0,COVID Safety Plan COVID COVID SafetyPlan Later pdf class href target footerLink blank,0,0,0,0,1,0,0,0,0
0.0,0.2007007007007007,0,1,0.12012012012012012,0,0,1,0,0.12012012012012012,0,Linkin bio https later com linkinbio class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.2007007007007007,0,1,0.1136136136136136,0,0,1,0,0.1136136136136136,0,Scheduling https later com schedule class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3608608608608609,0,1,0.3738738738738739,0,0,1,0,0.3738738738738739,0,Instagram Analytics https later com instagram analytics class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.40040040040040037,0,1,0.3923923923923924,0,0,1,0,0.3923923923923924,0,User Generated Content https later com user generated content class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.4754754754754755,0,1,0.4099099099099099,0,0,1,0,0.4099099099099099,0,Instagram Stories Scheduling https later com schedule instagram stories class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3488488488488488,0,1,0.36686686686686687,0,0,1,0,0.36686686686686687,0,Instagram hashtags https later com instagram hashtags class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3743743743743744,0,1,0.38038038038038036,0,0,1,0,0.38038038038038036,0,Pinterest Scheduling https later com pinterest scheduling class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3363363363363363,0,1,0.09809809809809811,0,0,1,0,0.09809809809809811,0,TikTok Scheduling https later com tiktok class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3488488488488488,0,1,0.1136136136136136,0,0,1,0,0.1136136136136136,0,Instagram Training https later com training class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.496996996996997,0,1,0.4099099099099099,0,0,1,0,0.4099099099099099,0,Instagram Stories for Business https later com training instagram stories class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3743743743743744,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,0,First Followers https later com training get instagram followers workshop class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.32482482482482483,0,1,0.42992992992992995,0,0,1,0,0.42992992992992995,0, Day Challenge https later com training instagram challenge class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3608608608608609,0,1,0.42992992992992995,0,0,1,0,0.42992992992992995,0,Instagram Aesthetic https later com training instagram aesthetic class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3608608608608609,0,1,0.3738738738738739,0,0,1,0,0.3738738738738739,0,Instagram Marketing https later com instagram marketing class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3488488488488488,0,1,0.3968968968968969,0,0,1,0,0.3968968968968969,0,Instagram Hashtags https later com instagram hashtag guide class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3608608608608609,0,1,0.4204204204204204,0,0,1,0,0.4204204204204204,0,Pinterest Marketing https later com blog pinterest for business class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3608608608608609,0,1,0.496996996996997,0,0,1,0,0.496996996996997,0,Instagram Followers https later com training get instagram followers class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.3743743743743744,0,1,0.5715715715715716,0,0,1,0,0.5715715715715716,0,Instagram Engagement https later com training increase instagram engagement class href footerLink ,0,0,0,0,0,0,0,1,0
0.0,0.02252252252252252,0,1,0.7467467467467468,0,0,1,0,0.7467467467467468,0, https www facebook com business partner directory details id class href target footerLink blank,0,0,0,0,0,0,0,1,0
0.0,0.02252252252252252,0,1,0.5775775775775776,0,0,1,0,0.5775775775775776,0, https business pinterest com en pinterest partners later class href target footerLink blank,0,0,0,0,0,0,0,1,0
0.0,0.16616616616616617,0,1,0.38038038038038036,0,0,1,0,0.38038038038038036,0,Subscribe https later com newsletter subscribe class href footerNewsletterButton ,0,0,0,0,0,0,0,1,0
0.0,0.10760760760760761,0,1,0.3408408408408409,0,0,1,0,0.3408408408408409,0, https instagram com latermedia class href footerSocialIcon ,0,0,0,0,0,0,0,1,0
0.0,0.03453453453453453,0,1,0.1971971971971972,0,0,1,0,0.1971971971971972,0, https twitter com latermedia class href footerSocialIcon ,0,0,0,0,0,0,0,1,0
0.0,0.03453453453453453,0,1,0.35235235235235235,0,0,1,0,0.35235235235235235,0, https www facebook com latermedia class href footerSocialIcon ,0,0,0,0,0,0,0,1,0
0.0,0.03453453453453453,0,1,0.36686686686686687,0,0,1,0,0.36686686686686687,0, https www pinterest com latermedia class href footerSocialIcon ,0,0,0,0,0,0,0,1,0
0.0,0.28978978978978975,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Privacy Policy https later com privacy href ,0,0,0,0,0,0,0,1,0
0.0,0.25325325325325326,0,1,0.09109109109109109,0,0,1,0,0.09109109109109109,0,Terms of Use https later com terms href ,0,0,0,0,0,0,0,1,0
0.0,0.38788788788788786,0,1,0.8908908908908909,0,1,0,0,0.8908908908908909,0,Crafted inConvertFlow https www convertflow com popups utm source poweredby utm medium cf referral utm campaign overlay utm term Later utm content rel href target style nofollow blank cursor pointer font family Helvetica Neue Helvetica Arial San serif important letter spacing px important webkit font smoothing antialiased important color rgb important ,0,0,0,0,0,0,0,1,0
0.0,0.38788788788788786,0,1,0.8908908908908909,0,1,0,0,0.8908908908908909,0,Crafted inConvertFlow https www convertflow com popups utm source poweredby utm medium cf referral utm campaign overlay utm term Later utm content rel href target style nofollow blank cursor pointer font family Helvetica Neue Helvetica Arial San serif important letter spacing px important webkit font smoothing antialiased important color rgb important ,0,0,0,0,0,0,0,1,0
0.0,0.38788788788788786,0,1,0.8908908908908909,0,1,0,0,0.8908908908908909,0,Crafted inConvertFlow https www convertflow com popups utm source poweredby utm medium cf referral utm campaign overlay utm term Later utm content rel href target style nofollow blank cursor pointer font family Helvetica Neue Helvetica Arial San serif important letter spacing px important webkit font smoothing antialiased important color rgb important ,0,0,0,0,0,0,0,1,0
0.0,0.02252252252252252,0,1,0.05905905905905906,0,0,1,0,0.05905905905905906,0, https www glu com class href title logo Home,0,0,0,0,0,0,0,1,0
0.0,0.07057057057057056,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Games https www glu com games href ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.12012012012012012,0,0,1,0,0.12012012012012012,0,Company https www glu com company href ,0,0,0,0,0,0,0,1,0
0.0,0.16616616616616617,0,1,0.6286286286286287,0,0,1,0,0.6286286286286287,0,Investors http phx corporate ir net phoenix zhtml c p irol irhome target rel href blank noopener noreferrer ,0,0,0,0,0,0,0,1,0
0.0,0.03453453453453453,0,1,0.09809809809809811,0,0,1,0,0.09809809809809811,0,News https www glu com news href ,0,0,0,0,0,0,0,1,0
0.0,0.28978978978978975,0,1,0.35235235235235235,0,0,1,0,0.35235235235235235,0,Press Releases https www glu com press releases href ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.12012012012012012,0,0,1,0,0.12012012012012012,0,Contact https www glu com contact href ,0,0,0,0,0,0,0,1,0
0.0,0.16616616616616617,0,1,0.1971971971971972,0,0,1,0,0.1971971971971972,0,Locations https www glu com locations href ,0,0,0,0,0,0,0,1,0
0.0,0.2007007007007007,0,1,0.3923923923923924,0,0,1,0,0.3923923923923924,0,Leadership https www glu com leadership and board href ,0,0,0,0,0,0,0,1,0
0.0,0.12562562562562563,0,1,0.35235235235235235,0,0,1,0,0.35235235235235235,0,Careers https www glu com working at glu href ,0,0,0,0,0,0,0,1,0
0.0,0.23623623623623624,0,1,0.3358358358358358,0,0,1,0,0.3358358358358358,0,Jobs at Glu https www glu com jobs at glu href aria current page,0,0,0,0,0,0,0,1,0
1.0,0.25325325325325326,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Data Analyst https jobs lever co glu cfcd fa fe be fdf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3608608608608609,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Data Analyst https jobs lever co glu cacc b ba acfbdaa class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5380380380380381,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Data Analyst Design Home https jobs lever co glu aff de c df ced class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.496996996996997,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Software Engineer Backend https jobs lever co glu cb b b abfbcd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4269269269269269,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Producer Covet Fashion https jobs lever co glu b f cb dcdffd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6026026026026026,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Assistant Content Producer Design Home https jobs lever co glu e a ca dfe class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.496996996996997,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Director of Product Management https jobs lever co glu aab c b cdcf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.44044044044044045,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Software Engineer Unity https jobs lever co glu bf b ce effa class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.44044044044044045,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Software Engineer Unity https jobs lever co glu dbcac cbd ab eafcfbcfd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4754754754754755,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Software Engineer Unity https jobs lever co glu edfb fa d bfc fdd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6026026026026026,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Software Engineer Backend Python https jobs lever co glu b e e bb eafdd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6026026026026026,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Software Engineer Backend Python https jobs lever co glu bedac f be dfef class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5935935935935936,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Associate Game Designer Table Taste https jobs lever co glu ae ce e bfb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5680680680680681,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Data Product Manager Table Taste https jobs lever co glu cfad c e e adaea class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.547047047047047,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Technical Director Backend DSA https jobs lever co glu da ec e af fddddb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6391391391391391,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Product Manager Disney Sorcerer s Arena https jobs lever co glu afee ff bcb a aabcb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6456456456456456,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Lead Systems Designer Diner DASH Adventures https jobs lever co glu cba aa a b class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6391391391391391,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Data Product Manager Diner DASH Adventures https jobs lever co glu cba fd cc adb fbded class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6136136136136137,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Gameplay Software Engineer GluSports https jobs lever co glu eacd bd d f fddd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.496996996996997,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Technical Director GluSports https jobs lever co glu abaf fef be cdf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6231231231231231,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Systems Game Designer Deer Hunter https jobs lever co glu fe bc af fafcad class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.7077077077077076,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Director Product Management Kim Kardashian Hollywood https jobs lever co glu efce de f ba e class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5380380380380381,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Director Marketing Design Home https jobs lever co glu ace d aa ba fccdd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3743743743743744,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Compensation Partner https jobs lever co glu b e da cbbbe class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5380380380380381,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Social Impact Diversity Manager https jobs lever co glu fbb eb ff d cefddfdf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4754754754754755,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Technical Sourcer contract https jobs lever co glu bc c a ddbda class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Manager Data Analytics https jobs lever co glu ec e bd bd fdef class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5680680680680681,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Business Intelligence Analyst https jobs lever co glu dab ec f f ceb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.38788788788788786,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Data Scientist https jobs lever co glu d f fb cedffbbe class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.32482482482482483,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Economist https jobs lever co glu ebfff dfe ba adabe class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Associate Data Engineer https jobs lever co glu f bb ec aa eb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.26626626626626626,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Data Engineer https jobs lever co glu babc d ec b aaf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.6316316316316317,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Product Manager Central Infrastructure https jobs lever co glu cfea dc da ac bfcabeb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5680680680680681,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Product Manager Growth Platform https jobs lever co glu dfc ae fd db cebedc class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.496996996996997,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Sr Product Manager Portfolio https jobs lever co glu aab f e a cda class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.5290290290290289,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior Site Reliability Engineer https jobs lever co glu cd f fc fcacfab class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.496996996996997,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Quality Control Representative https jobs lever co glu cab fea ff cb acbed class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3363363363363363,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Software Engineer https jobs lever co glu d e ebd bf bebad class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3608608608608609,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Associate QA Tester https jobs lever co glu cdc bee a cf bb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.4139139139139139,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Associate UX Researcher https jobs lever co glu f f d e baac class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3743743743743744,0,1,0.6041041041041041,0,0,1,0,0.6041041041041041,1,Senior UX Researcher https jobs lever co glu c d f eddc class href lever job title ,0,0,0,0,1,0,0,0,0
0.0,0.0,0,1,0.35235235235235235,0,0,1,0,0.35235235235235235,0,nan https www facebook com glu mobile href target title class blank Like us on Facebook social icon,0,0,0,0,0,0,0,1,0
0.0,0.0,0,1,0.8063063063063063,1,0,0,0,0.8063063063063063,0,nan https twitter com glumobile ref src twsrc Etfw ref url https A F Fwww glu com F href target title class blank Follow us on Twitter social icon,0,0,0,0,0,0,0,1,0
0.0,0.0,0,1,0.3738738738738739,0,0,1,0,0.3738738738738739,0,nan https www linkedin com company href target title class blank Connect with us on LinkedIn social icon,0,0,0,0,0,0,0,1,0
0.0,0.0,0,1,0.35935935935935936,0,0,1,0,0.35935935935935936,0,nan https www instagram com glumobile href target title class blank Follow us on Instagram social icon,0,0,0,0,0,0,0,1,0
0.0,0.28978978978978975,0,1,0.12012012012012012,0,0,1,0,0.12012012012012012,0,Privacy Policy https www glu com privacy href ,0,0,0,0,0,0,0,1,0
0.0,0.26626626626626626,0,1,0.3458458458458458,0,0,1,0,0.3458458458458458,0,Cookie Notice https www glu com cookie notice href ,0,0,0,0,0,0,0,1,0
0.0,0.25325325325325326,0,1,0.1061061061061061,0,0,1,0,0.1061061061061061,0,Terms of Use https www glu com terms href ,0,0,0,0,0,0,0,1,0
0.0,0.4754754754754755,0,1,0.4419419419419419,0,0,1,0,0.4419419419419419,0,Job Applicant Privacy Notice https www glu com job applicant privacy notice href ,0,0,0,0,0,0,0,1,0
0.0,0.26626626626626626,0,1,0.04154154154154154,0,0,1,0,0.04154154154154154,0,Site by Kiosk https kiosk tm target rel href blank noopener noreferrer ,0,0,0,0,0,0,0,1,0
0.0,0.0,0,1,0.07757757757757758,0,0,1,0,0.07757757757757758,0,nan https www remine com href class w nav brand,0,0,0,0,0,0,0,1,0
0.0,0.07057057057057056,0,1,0.017517517517517518,0,0,1,0,0.017517517517517518,0,About about us href class nav link w nav link,0,0,0,0,1,0,0,0,0
0.0,0.03453453453453453,0,1,0.007007007007007007,0,0,1,0,0.007007007007007007,0,Blog blog href class nav link w nav link,0,0,0,0,1,0,0,0,0
0.0,0.14664664664664664,0,1,0.017517517517517518,0,0,1,0,0.017517517517517518,0,Webinars webinars href class nav link w nav link,0,0,0,0,1,0,0,0,0
0.0,0.10760760760760761,0,1,0.012512512512512512,0,0,1,0,0.012512512512512512,0,Videos videos href class nav link w nav link,0,0,0,0,1,0,0,0,0
0.0,0.12562562562562563,0,1,0.1136136136136136,0,0,1,0,0.1136136136136136,0,Support https support remine com href class nav link w nav link,0,0,0,0,0,0,0,1,0
0.0,0.14664664664664664,0,1,0.017517517517517518,0,0,1,0,0.017517517517517518,0,Products products href class nav link nav link w nav link,0,0,0,0,1,0,0,0,0
0.0,0.2007007007007007,0,1,0.1971971971971972,0,0,1,0,0.1971971971971972,0,For Agents agentlogin remine agent login href class nav link w nav link,0,0,0,0,1,0,0,0,0
1.0,0.40040040040040037,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,HR Talent Generalist https jobs lever co remine cead bf acda class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.26626626626626626,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Data Engineer https jobs lever co remine ffd c b bce eeedf class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.28978978978978975,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Director Data https jobs lever co remine dcf a fa bdf efd class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.3743743743743744,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Senior Data Engineer https jobs lever co remine ff dbe ce bc ac class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.48598598598598597,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Director Product Engineering https jobs lever co remine ade c d ebc class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.577077077077077,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Information Security Engineer Junior https jobs lever co remine bafa fee c bb bdaadcbcb class href lever job title ,0,0,0,0,1,0,0,0,0
1.0,0.45295295295295296,0,1,0.6426426426426426,0,0,1,0,0.6426426426426426,1,Senior Full Stack Engineer https jobs lever co remine cbc da ce af db class href lever job title ,0,0,0,0,1,0,0,0,0
