candidateMatch,len_aTagContent_qt,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href_qt,num_keys_qt,attr_job_yn,all_text
1.0,0.7257257257257257,0,1,0.7117117117117118,0.7117117117117118,1,Support Advisor Fluent in Dutch Remote Ireland careers support advisor fluent in dutch remote ireland d class aria label href color cyan link view job posting 
1.0,0.7647647647647647,1,0,0.8288288288288288,0.8288288288288288,1,Support Advisor Fluent in Spanish Remote Western Canada careers support advisor fluent in spanish remote western canada e class aria label href color cyan link view job posting 
1.0,0.6586586586586587,0,1,0.5930930930930931,0.5930930930930931,1,Support Advisor Remote Western Canada careers support advisor remote western canada dbc class aria label href color cyan link view job posting 
1.0,0.7612612612612613,0,1,0.8228228228228228,0.8228228228228228,1,Support Advisor Fluent in Danish Remote Eastern Canada careers support advisor fluent in danish remote eastern canada d class aria label href color cyan link view job posting 
1.0,0.7612612612612613,0,1,0.8228228228228228,0.8228228228228228,1,Support Advisor Fluent in Korean Remote Eastern Canada careers support advisor fluent in korean remote eastern canada f class aria label href color cyan link view job posting 
1.0,0.7307307307307307,0,1,0.7327327327327328,0.7327327327327328,1,Support Advisor Fluent in Korean Remote Ireland careers support advisor fluent in korean remote ireland e class aria label href color cyan link view job posting 
1.0,0.8073073073073074,1,0,0.8848848848848849,0.8848848848848849,1,Support Advisor Fluent in Simplified Chinese Remote Eastern Canada careers support advisor fluent in simplified chinese remote eastern canada aa class aria label href color cyan link view job posting 
1.0,0.7767767767767768,1,0,0.8598598598598599,0.8598598598598599,1,Support Advisor Fluent in Simplified Chinese Remote Ireland careers support advisor fluent in simplified chinese remote ireland bc class aria label href color cyan link view job posting 
1.0,0.7612612612612613,0,1,0.8228228228228228,0.8228228228228228,1,Support Advisor Fluent in French Remote Eastern Canada careers support advisor fluent in french remote eastern canada b class aria label href color cyan link view job posting 
1.0,0.7647647647647647,1,0,0.8288288288288288,0.8288288288288288,1,Support Advisor Fluent in Italian Remote Eastern Canada careers support advisor fluent in italian remote eastern canada a class aria label href color cyan link view job posting 
1.0,0.7347347347347348,0,1,0.7517517517517518,0.7517517517517518,1,Support Advisor Fluent in Italian Remote Ireland careers support advisor fluent in italian remote ireland a class aria label href color cyan link view job posting 
1.0,0.8148148148148149,1,0,0.9019019019019019,0.9019019019019019,1,Support Advisor Fluent in Brazilian Portuguese Remote Western Canada careers support advisor fluent in brazilian portuguese remote western canada cdc class aria label href color cyan link view job posting 
1.0,0.7612612612612613,0,1,0.8228228228228228,0.8228228228228228,1,Support Advisor Fluent in German Remote Eastern Canada careers support advisor fluent in german remote eastern canada de class aria label href color cyan link view job posting 
1.0,0.7307307307307307,0,1,0.7327327327327328,0.7327327327327328,1,Support Advisor Fluent in Danish Remote Ireland careers support advisor fluent in danish remote ireland a class aria label href color cyan link view job posting 
1.0,0.7402402402402403,0,1,0.7742742742742743,0.7742742742742743,1,Support Advisor Fluent in Japanese Remote Ireland careers support advisor fluent in japanese remote ireland c class aria label href color cyan link view job posting 
1.0,0.6586586586586587,0,1,0.5930930930930931,0.5930930930930931,1,Support Advisor Remote Eastern Canada careers support advisor remote eastern canada fbfd class aria label href color cyan link view job posting 
1.0,0.6036036036036037,0,1,0.5685685685685686,0.5685685685685686,1,Support Advisor Remote Ireland careers support advisor remote ireland eac class aria label href color cyan link view job posting 
1.0,0.49099099099099097,0,1,0.5175175175175175,0.5175175175175175,1,Junior Support Advisor careers junior support advisor ede class aria label href color cyan link view job posting 
1.0,0.5810810810810811,0,1,0.5645645645645645,0.5645645645645645,1,Director of Data Science Shop careers director of data science shop cdbd class aria label href color cyan link view job posting 
1.0,0.6826826826826826,0,1,0.6756756756756757,0.6756756756756757,1,Senior Data Scientist International Growth careers senior data scientist international growth ea class aria label href color cyan link view job posting 
1.0,0.6676676676676676,0,1,0.6671671671671672,0.6671671671671672,1,Senior Analytics Developer Merchant Data careers senior analytics developer merchant data b class aria label href color cyan link view job posting 
1.0,0.7197197197197197,0,1,0.6941941941941943,0.6941941941941943,1,Senior Data Scientist Finance Remote Americas careers senior data scientist finance remote americas ce class aria label href color cyan link view job posting 
1.0,0.6586586586586587,0,1,0.6636636636636637,0.6636636636636637,1,Senior Software Developer Data Platform careers senior software developer data platform f class aria label href color cyan link view job posting 
1.0,0.4109109109109109,0,1,0.47997997997998,0.47997997997998,1,Staff ML Engineer careers staff ml engineer faae class aria label href color cyan link view job posting 
1.0,0.6231231231231231,0,1,0.5740740740740741,0.5740740740740741,1,Data Science Manager APAC Remote careers data science manager apac remote e class aria label href color cyan link view job posting 
1.0,0.5710710710710711,0,1,0.5645645645645645,0.5645645645645645,1,Staff Data Security Developer careers staff data security developer bec class aria label href color cyan link view job posting 
1.0,0.7112112112112112,0,1,0.7117117117117118,0.7117117117117118,1,Senior Full Stack Developer Data Visualization careers senior full stack developer data visualization ca class aria label href color cyan link view job posting 
1.0,0.532032032032032,0,1,0.5345345345345345,0.5345345345345345,1,Shopify Dev Degree careers shopify dev degree class aria label href color cyan link view job posting 
1.0,0.6321321321321322,0,1,0.5905905905905906,0.5905905905905906,1,Shopify Engineering Talent Community careers shopify engineering talent community fdab class aria label href color cyan link view job posting 
1.0,0.5965965965965966,0,1,0.572072072072072,0.572072072072072,1,Principal Engineer Online Store careers principal engineer online store fca class aria label href color cyan link view job posting 
1.0,0.562062062062062,0,1,0.5530530530530531,0.5530530530530531,1,QA Engineer Remote Europe careers qa engineer remote europe ff class aria label href color cyan link view job posting 
1.0,0.7402402402402403,0,1,0.8013013013013013,0.8013013013013013,1,Senior Software Development Manager Remote Americas careers senior software development manager remote americas dde class aria label href color cyan link view job posting 
1.0,0.6891891891891891,0,1,0.6706706706706707,0.6706706706706707,1,Senior Software Developer Remote Americas careers senior software developer remote americas dd class aria label href color cyan link view job posting 
1.0,0.8898898898898899,1,0,0.9444444444444444,0.9444444444444444,1,Software Development Manager Backend Mobile UX or Web Development Remote Americas careers software development manager backend mobile ux or web development remote americas class aria label href color cyan link view job posting 
1.0,0.6826826826826826,0,1,0.6671671671671672,0.6671671671671672,1,Staff Software Developer Remote Americas careers staff software developer remote americas fe class aria label href color cyan link view job posting 
1.0,0.6676676676676676,0,1,0.6636636636636637,0.6636636636636637,1,Senior Site Reliability Engineer Remote careers senior site reliability engineer remote aeff class aria label href color cyan link view job posting 
1.0,0.7537537537537538,0,1,0.8228228228228228,0.8228228228228228,1,Staff Production Engineer Search Infrastructure Remote careers staff production engineer search infrastructure remote db class aria label href color cyan link view job posting 
1.0,0.7452452452452453,0,1,0.8053053053053053,0.8053053053053053,1,Staff Production Engineer Network Foundations Remote careers staff production engineer network foundations remote dfc class aria label href color cyan link view job posting 
1.0,0.7002002002002002,0,1,0.6756756756756757,0.6756756756756757,1,Development Manager Growth Technology APAC careers development manager growth technology apac ede class aria label href color cyan link view job posting 
1.0,0.5710710710710711,0,1,0.5590590590590591,0.5590590590590591,1,Senior Recruiter APAC Japan careers senior recruiter apac japan fff class aria label href color cyan link view job posting 
1.0,0.7992992992992993,1,0,0.5930930930930931,0.5930930930930931,1,Growth Marketing Manager Remote Japan   careers growth marketing manager remote japan dce class aria label href color cyan link view job posting 
1.0,0.7347347347347348,0,1,0.6281281281281281,0.6281281281281281,1,Plus Partner Manager Remote Japan Plus careers plus partner manager remote japan plus a class aria label href color cyan link view job posting 
1.0,0.7002002002002002,0,1,0.6811811811811812,0.6811811811811812,1,Senior Product Manager Retail Analytics EST careers senior product manager retail analytics est baef class aria label href color cyan link view job posting 
1.0,0.8148148148148149,1,0,0.8908908908908909,0.8908908908908909,1,Merchant Success Manager Large Merchant Program Remote Americas PST careers merchant success manager large merchant program remote americas pst dbcee class aria label href color cyan link view job posting 
1.0,0.7802802802802803,1,0,0.8478478478478478,0.8478478478478478,1,Merchant Success Manager Shopify Plus Remote Americas PST careers merchant success manager shopify plus remote americas pst cc class aria label href color cyan link view job posting 
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,1,Account Executive Shopify Plus Germany careers account executive shopify plus germany eac class aria label href color cyan link view job posting 
1.0,0.6036036036036037,0,1,0.572072072072072,0.572072072072072,1,Merchant Success Lead Australia careers merchant success lead australia d class aria label href color cyan link view job posting 
1.0,0.7197197197197197,0,1,0.6941941941941943,0.6941941941941943,1,Account Manager MSM Shopify Plus Remote Japan careers account manager msm shopify plus remote japan cb class aria label href color cyan link view job posting 
1.0,0.6946946946946947,0,1,0.6756756756756757,0.6756756756756757,1,Shared Merchant Success Manager ANZ Remote careers shared merchant success manager anz remote eadc class aria label href color cyan link view job posting 
1.0,0.7152152152152151,0,1,0.7327327327327328,0.7327327327327328,1,Key Account Manager Shopify Fulfillment Network careers key account manager shopify fulfillment network cca class aria label href color cyan link view job posting 
1.0,0.532032032032032,0,1,0.5530530530530531,0.5530530530530531,1,Senior Solutions Engineer careers senior solutions engineer fdd class aria label href color cyan link view job posting 
1.0,0.6231231231231231,0,1,0.5830830830830831,0.5830830830830831,1,Senior Plus Security Partner Trust careers senior plus security partner trust ceaa class aria label href color cyan link view job posting 
1.0,0.6471471471471472,0,1,0.6281281281281281,0.6281281281281281,1,Staff Infrastructure Security Engineer careers staff infrastructure security engineer c class aria label href color cyan link view job posting 
1.0,0.5540540540540541,0,1,0.5590590590590591,0.5590590590590591,1,Senior Salesforce Developer careers senior salesforce developer f class aria label href color cyan link view job posting 
1.0,0.6036036036036037,0,1,0.5740740740740741,0.5740740740740741,1,IT Specialist Productivity Tools careers it specialist productivity tools bc class aria label href color cyan link view job posting 
1.0,0.4109109109109109,0,1,0.47997997997998,0.47997997997998,1,Privacy Developer careers privacy developer ffc class aria label href color cyan link view job posting 
1.0,0.7257257257257257,0,1,0.5645645645645645,0.5645645645645645,1,Sr UX Researcher Remote Japan  careers sr ux researcher remote japan ac class aria label href color cyan link view job posting 
1.0,0.6756756756756757,0,1,0.6636636636636637,0.6636636636636637,1,Senior Product Designer Remote Americas careers senior product designer remote americas be class aria label href color cyan link view job posting 
1.0,0.7307307307307307,0,1,0.7517517517517518,0.7517517517517518,1,Marketing Designer Growth Products Remote Europe careers marketing designer growth products remote europe efd class aria label href color cyan link view job posting 
0.0,0.08908908908908908,0,1,0.07757757757757758,0.07757757757757758,0,Home careers active controller href home 
0.0,0.3763763763763764,0,1,0.13863863863863862,0.13863863863863862,0,Life at Shopify careers culture active controller href culture 
0.0,0.33483483483483484,0,1,0.1741741741741742,0.1741741741741742,0,Work anywhere careers work anywhere active controller href remote 
0.0,0.1176176176176176,0,1,0.12512512512512514,0.12512512512512514,0,Teams careers teams active controller href teams 
0.0,0.3078078078078078,0,1,0.13863863863863862,0.13863863863863862,0,Internships careers interns active controller href interns 
0.0,0.3078078078078078,0,1,0.13113113113113112,0.13113113113113112,1,Search jobs careers search active controller href job postings 
0.0,0.28478478478478475,0,1,0.5345345345345345,0.5345345345345345,0,Learn More affiliates itcat careers itterm footer data event page data event category data event action data event label class href careers link click link footer affiliates link 
0.0,0.28478478478478475,0,1,0.6811811811811812,0.6811811811811812,0,Learn More https developers shopify com itcat careers itterm footer data event page data event category data event action data event label class href careers link click link footer developers link 
0.0,0.28478478478478475,0,1,0.509009009009009,0.509009009009009,0,Learn More partners itcat careers itterm footer data event page data event category data event action data event label class href careers link click link footer partners link 
0.0,0.1691691691691692,0,1,0.07107107107107108,0.07107107107107108,0,Sign up signup data event page data event category data event action data event label class href careers link click link footer signup link 
0.0,0.28478478478478475,0,1,0.46696696696696693,0.46696696696696693,0,Facebook https www facebook com shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Facebook Footer 
0.0,0.2502502502502503,0,1,0.21621621621621623,0.21621621621621623,0,Twitter https twitter com shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Twitter Footer 
0.0,0.2502502502502503,0,1,0.4994994994994995,0.4994994994994995,0,YouTube https www youtube com user shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Youtube Footer 
0.0,0.3078078078078078,0,1,0.487987987987988,0.487987987987988,0,Instagram https www instagram com shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Instagram Footer 
0.0,0.28478478478478475,0,1,0.5475475475475475,0.5475475475475475,0,LinkedIn https www linkedin com company shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Linkedin Footer 
0.0,0.3078078078078078,0,1,0.487987987987988,0.487987987987988,0,Pinterest https www pinterest com shopify class target rel data ga event data ga action data ga label href footer social icon blank me nofollow noopener Social Pinterest Footer 
0.0,0.3923923923923924,0,1,0.10560560560560561,0.10560560560560561,0,Terms of Service legal terms href 
0.0,0.35535535535535534,0,1,0.12512512512512514,0.12512512512512514,0,Privacy Policy legal privacy href 
0.0,0.07507507507507508,0,1,0.5175175175175175,0.5175175175175175,0,USA https www shopify com careers search data ga event data ga label lang href country selector en 
0.0,0.3923923923923924,0,1,0.509009009009009,0.509009009009009,0,Canada English https www shopify ca careers search data ga event data ga label lang href country selector en 
0.0,0.4109109109109109,0,1,0.5530530530530531,0.5530530530530531,0,Canada Fran ais https fr shopify ca carrieres recherche data ga event data ga label lang href country selector fr 
0.0,0.14514514514514515,0,1,0.5565565565565566,0.5565565565565566,0,France https www shopify fr carrieres recherche data ga event data ga label lang href country selector fr 
0.0,0.6401401401401401,0,1,0.6636636636636637,0.6636636636636637,0, Timely resources for sellers https squareup com ca en l immediate support response class href arrow color blue 
1.0,0.4294294294294294,0,1,0.6281281281281281,0.6281281281281281,0,Accounting Manager https www smartrecruiters com Square href target blank
1.0,0.3763763763763764,0,1,0.6281281281281281,0.6281281281281281,0,Bank Controller https www smartrecruiters com Square href target blank
1.0,0.46296296296296297,0,1,0.6281281281281281,0.6281281281281281,0,Corporate Accountant https www smartrecruiters com Square href target blank
1.0,0.6231231231231231,0,1,0.6281281281281281,0.6281281281281281,0,Digital Transformation Finance Lead https www smartrecruiters com Square href target blank
1.0,0.545045045045045,0,1,0.6281281281281281,0.6281281281281281,0,Director of Tax Compliance https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,International Indirect Tax Senior Analyst https www smartrecruiters com Square href target blank
1.0,0.5965965965965966,0,1,0.6281281281281281,0.6281281281281281,0,International Revenue Accountant https www smartrecruiters com Square href target blank
1.0,0.532032032032032,0,1,0.6281281281281281,0.6281281281281281,0,International Tax Manager https www smartrecruiters com Square href target blank
1.0,0.3763763763763764,0,1,0.6281281281281281,0.6281281281281281,0,Lead Accountant https www smartrecruiters com Square href target blank
1.0,0.6231231231231231,0,1,0.6281281281281281,0.6281281281281281,0,Mergers and Aquisitions Tax Manager https www smartrecruiters com Square href target blank
1.0,0.4294294294294294,0,1,0.6281281281281281,0.6281281281281281,0,Revenue Accountant https www smartrecruiters com Square href target blank
1.0,0.7112112112112112,0,1,0.6281281281281281,0.6281281281281281,0,Senior Financial Reporting and Equity Accountant https www smartrecruiters com Square href target blank
1.0,0.532032032032032,0,1,0.6281281281281281,0.6281281281281281,0,Senior Revenue Accountant https www smartrecruiters com Square href target blank
1.0,0.6231231231231231,0,1,0.6281281281281281,0.6281281281281281,0,Senior Technical Accounting Manager https www smartrecruiters com Square href target blank
1.0,0.6756756756756757,0,1,0.6281281281281281,0.6281281281281281,0,Tax Accountant Tax Information Reporting https www smartrecruiters com Square href target blank
1.0,0.532032032032032,0,1,0.6281281281281281,0.6281281281281281,0,Tax Operations Specialist https www smartrecruiters com Square href target blank
1.0,0.6231231231231231,0,1,0.6281281281281281,0.6281281281281281,0,Tax Resolution Specialist Payroll https www smartrecruiters com Square href target blank
1.0,0.4469469469469469,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant https www smartrecruiters com Square href target blank
1.0,0.4469469469469469,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant https www smartrecruiters com Square href target blank
1.0,0.5710710710710711,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant Cash App https www smartrecruiters com Square href target blank
1.0,0.5540540540540541,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant Seller https www smartrecruiters com Square href target blank
1.0,0.7002002002002002,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant Square Financial Services https www smartrecruiters com Square href target blank
1.0,0.545045045045045,0,1,0.6281281281281281,0.6281281281281281,0,Executive Assistant Verse https www smartrecruiters com Square href target blank
1.0,0.35535535535535534,0,1,0.6281281281281281,0.6281281281281281,0,Office Manager https www smartrecruiters com Square href target blank
1.0,0.7152152152152151,0,1,0.6281281281281281,0.6281281281281281,0,Business Intelligence Analyst Account Management https www smartrecruiters com Square href target blank
1.0,0.3923923923923924,0,1,0.6281281281281281,0.6281281281281281,0,Canada Risk Lead https www smartrecruiters com Square href target blank
1.0,0.5810810810810811,0,1,0.6281281281281281,0.6281281281281281,0,Data Analyst Customer Success https www smartrecruiters com Square href target blank
1.0,0.6321321321321322,0,1,0.6281281281281281,0.6281281281281281,0,Lead Compliance Data Analyst Seller https www smartrecruiters com Square href target blank
1.0,0.5540540540540541,0,1,0.6281281281281281,0.6281281281281281,0,Risk Operations Lead Verse https www smartrecruiters com Square href target blank
1.0,0.5965965965965966,0,1,0.6281281281281281,0.6281281281281281,0,Senior Data Analyst Informatics https www smartrecruiters com Square href target blank
1.0,0.5540540540540541,0,1,0.6281281281281281,0.6281281281281281,0,Sr Compliance Data Analyst https www smartrecruiters com Square href target blank
1.0,0.5710710710710711,0,1,0.6281281281281281,0.6281281281281281,0,Senior Art Director Cash App https www smartrecruiters com Square href target blank
1.0,0.5965965965965966,0,1,0.6281281281281281,0.6281281281281281,0,Amazon US Retail Partner Manager https www smartrecruiters com Square href target blank
1.0,0.7257257257257257,0,1,0.6281281281281281,0.6281281281281281,0,Boost Business Development and Sales Lead Cash App https www smartrecruiters com Square href target blank
1.0,0.7112112112112112,0,1,0.6281281281281281,0.6281281281281281,0,Capital Markets Senior Associate Square Capital https www smartrecruiters com Square href target blank
1.0,0.545045045045045,0,1,0.6281281281281281,0.6281281281281281,0,Referral Partnerships Lead https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Senior Partnerships Manager Partnerships https www smartrecruiters com Square href target blank
1.0,0.4469469469469469,0,1,0.6281281281281281,0.6281281281281281,0,Communications Lead https www smartrecruiters com Square href target blank
1.0,0.7537537537537538,0,1,0.6281281281281281,0.6281281281281281,0,Corporate Communications Associate Global Communications https www smartrecruiters com Square href target blank
1.0,0.6126126126126126,0,1,0.6281281281281281,0.6281281281281281,0,Seller Communications Lead Canada https www smartrecruiters com Square href target blank
1.0,0.5810810810810811,0,1,0.6281281281281281,0.6281281281281281,0,Seller Communications Lead UK https www smartrecruiters com Square href target blank
1.0,0.6321321321321322,0,1,0.6281281281281281,0.6281281281281281,0,Customer Success Team Lead Cash App https www smartrecruiters com Square href target blank
1.0,0.6126126126126126,0,1,0.6281281281281281,0.6281281281281281,0,Learning Specialist Lead Cash App https www smartrecruiters com Square href target blank
1.0,0.6826826826826826,0,1,0.6281281281281281,0.6281281281281281,0,Senior Customer Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6826826826826826,0,1,0.6281281281281281,0.6281281281281281,0,Senior Customer Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6826826826826826,0,1,0.6281281281281281,0.6281281281281281,0,Senior Customer Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Senior Customer Success Manager Cash App https www smartrecruiters com Square href target blank
1.0,0.6521521521521522,0,1,0.6281281281281281,0.6281281281281281,0,Senior Risk Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6521521521521522,0,1,0.6281281281281281,0.6281281281281281,0,Senior Risk Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6521521521521522,0,1,0.6281281281281281,0.6281281281281281,0,Senior Risk Operations Leader Cash App https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Social Media Response Team Lead Cash App https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Data Scientist Point of Sale Customers https www smartrecruiters com Square href target blank
1.0,0.6036036036036037,0,1,0.6281281281281281,0.6281281281281281,0,Machine Learning Engineer Growth https www smartrecruiters com Square href target blank
1.0,0.6826826826826826,0,1,0.6281281281281281,0.6281281281281281,0,Machine Learning Manager Growth Cash App https www smartrecruiters com Square href target blank
1.0,0.6891891891891891,0,1,0.6281281281281281,0.6281281281281281,0,Machine Learning Manager Network Cash App https www smartrecruiters com Square href target blank
1.0,0.6126126126126126,0,1,0.6281281281281281,0.6281281281281281,0,Machine Learning Modeler Cash App https www smartrecruiters com Square href target blank
1.0,0.6756756756756757,0,1,0.6281281281281281,0.6281281281281281,0,Machine Learning Modeler Financial Crimes https www smartrecruiters com Square href target blank
1.0,0.7062062062062062,0,1,0.6281281281281281,0.6281281281281281,0,Senior Business Intelligence Engineer Cash App https www smartrecruiters com Square href target blank
1.0,0.6521521521521522,0,1,0.6281281281281281,0.6281281281281281,0,Senior Product Data Scientist Cash App https www smartrecruiters com Square href target blank
1.0,0.6521521521521522,0,1,0.6281281281281281,0.6281281281281281,0,Design Researcher Investing Cash App https www smartrecruiters com Square href target blank
1.0,0.6826826826826826,0,1,0.6281281281281281,0.6281281281281281,0,Interactive Designer Global Communications https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Product Design Director Payments Product https www smartrecruiters com Square href target blank
1.0,0.6891891891891891,0,1,0.6281281281281281,0.6281281281281281,0,Product Design Manager Marketing Automation https www smartrecruiters com Square href target blank
1.0,0.6676676676676676,0,1,0.6281281281281281,0.6281281281281281,0,Product Design Manager Payments Platform https www smartrecruiters com Square href target blank
1.0,0.545045045045045,0,1,0.6281281281281281,0.6281281281281281,0,Product Designer Cash App https www smartrecruiters com Square href target blank
1.0,0.6231231231231231,0,1,0.6281281281281281,0.6281281281281281,0,Product Designer Ecommerce Store https www smartrecruiters com Square href target blank
