company,url,aTag,aTagText,aTagContent,href,keys,attributes,key_attr,trun_href,candidateMatch
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/c11fddf8-b890-461a-807a-4ad04483ab8b"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/c11fddf8-b890-461a-807a-4ad04483ab8b"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/c11fddf8-b890-461a-807a-4ad04483ab8b,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/c11fddf8-b890-461a-807a-4ad04483ab8b'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/c11fddf8-b890-461a-807a-4ad04483ab8b'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc"" target=""_blank"">Project Coordinator, Creative Services (1 year contract)</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc"" target=""_blank"">Project Coordinator, Creative Services (1 year contract)</a>","Project Coordinator, Creative Services (1 year contract)",https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/e5d06a06-c6b8-4478-837c-e61113e5d5dc'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee"" target=""_blank"">Senior Designer, Digital Experience</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee"" target=""_blank"">Senior Designer, Digital Experience</a>","Senior Designer, Digital Experience",https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/2521de9a-6c7b-4c20-a41e-629930c7f1ee'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9"" target=""_blank"">Business Intelligence Data Engineer</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9"" target=""_blank"">Business Intelligence Data Engineer</a>",Business Intelligence Data Engineer,https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/b9c03ee4-ad1f-4d13-a53d-c62d417106b9'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9"" target=""_blank"">Business Intelligence Developer</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9"" target=""_blank"">Business Intelligence Developer</a>",Business Intelligence Developer,https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/a18e1cc6-35e4-491c-bf56-8b977612f2b9'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708"" target=""_blank"">Manager, Machine Learning Software Development</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708"" target=""_blank"">Manager, Machine Learning Software Development</a>","Manager, Machine Learning Software Development",https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/9a421ca2-de50-4a02-afd6-57c7a1293708'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537"" target=""_blank"">Senior Data Scientist</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537"" target=""_blank"">Senior Data Scientist</a>",Senior Data Scientist,https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/d17d258c-637e-4ada-9ca5-1ab5b86cd537'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943"" target=""_blank"">Manager, Digital Analytics Implementation</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943"" target=""_blank"">Manager, Digital Analytics Implementation</a>","Manager, Digital Analytics Implementation",https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/5ee3143d-bb1c-42b9-89bb-af82b00b4943'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f"" target=""_blank"">Manager, Digital Analytics Implementation (5 month contract)</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f"" target=""_blank"">Manager, Digital Analytics Implementation (5 month contract)</a>","Manager, Digital Analytics Implementation (5 month contract)",https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/73614e32-d89f-41db-b966-759ec627022f'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3"" target=""_blank"">Senior Manager, Digital Analytics Insights</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3"" target=""_blank"">Senior Manager, Digital Analytics Insights</a>","Senior Manager, Digital Analytics Insights",https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/a4959a68-d948-424c-8d6c-b5476b4757b3'}",https://jobs.lever.co/lob,0.0
loblawdigital,https://loblawdigital.co/careers,"<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526"" target=""_blank"">Manager, E-Commerce Trading - Joe Fresh</a>","<a ""="""" class=""job-title"" href=""https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526"" target=""_blank"">Manager, E-Commerce Trading - Joe Fresh</a>","Manager, E-Commerce Trading - Joe Fresh",https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526,"dict_keys(['class', 'target', 'href', '""'])","dict_values([['job-title'], '_blank', 'https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526', ''])","{'class': ['job-title'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526', '""': ''}",https://jobs.lever.co/lob,1.0
loblawdigital,https://loblawdigital.co/careers,"<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526"" target=""_blank"">APPLY</a>","<a class=""btn"" href=""https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526"" target=""_blank"">APPLY</a>",APPLY,https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526,"dict_keys(['class', 'target', 'href'])","dict_values([['btn'], '_blank', 'https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526'])","{'class': ['btn'], 'target': '_blank', 'href': 'https://jobs.lever.co/loblawdigital/5d17af69-1610-42ed-9130-60fcce019526'}",https://jobs.lever.co/lob,0.0
